Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
82839,1.190,-0.384,0.350,-0.035,-0.496,0.192,-0.474,0.252,0.747,-0.198,0.691,0.417,-1.472,0.248,-0.576,-0.302,0.177,-0.394,0.523,-0.178,-0.071,-0.032,-0.069,-0.232,0.337,1.148,-0.064,-0.019,10.000,0
82841,1.084,0.464,0.775,2.378,-0.104,0.123,-0.081,0.181,-0.935,0.825,1.493,0.503,-0.554,0.608,0.128,0.584,-0.514,-0.266,-1.150,-0.204,0.016,-0.027,0.068,0.184,0.275,-0.073,0.001,0.012,5.990,0
82841,1.138,-0.032,0.925,0.478,-0.592,0.063,-0.516,0.216,0.111,0.040,1.610,1.019,0.114,0.272,0.857,0.477,-0.518,-0.089,-0.393,-0.105,-0.007,-0.014,0.109,0.026,0.059,0.226,0.007,0.013,5.990,0
82845,-0.307,0.989,1.346,-0.158,0.494,-0.434,0.854,-0.172,-0.616,-0.157,1.428,0.875,0.941,-0.632,0.154,0.552,-0.517,0.335,0.321,0.289,-0.268,-0.543,-0.095,-0.030,-0.139,0.044,0.080,-0.135,9.990,0
82845,1.034,-0.077,-0.172,0.847,1.092,2.385,-0.299,0.663,0.093,-0.108,0.858,1.131,-0.046,0.284,0.128,-1.159,0.513,-1.596,-0.835,-0.217,-0.026,0.217,-0.133,-2.164,0.543,-0.160,0.087,-0.015,22.200,0
82846,-1.205,-0.380,3.096,-0.117,-1.424,1.664,-0.281,0.557,-0.268,-0.223,0.048,0.945,-0.016,-1.237,-2.759,-1.935,0.348,1.262,-1.146,-0.584,-0.298,0.028,-0.113,0.009,0.393,-0.302,0.088,0.042,133.400,0
82851,-1.483,-0.208,1.075,-0.956,-0.120,0.302,-0.077,0.474,0.531,-1.341,-2.165,0.761,1.584,-0.787,-1.020,0.644,-0.595,-0.255,0.263,-0.094,-0.202,-0.562,-0.378,-0.881,0.127,0.853,-0.151,-0.261,114.730,0
82854,-0.351,0.374,2.270,0.096,0.433,-0.327,1.475,-1.250,1.144,0.875,-0.524,-0.522,-0.689,-1.410,-0.373,-0.891,-0.422,-0.514,0.368,0.171,-0.223,0.255,-0.353,0.439,-0.028,0.206,-1.380,-1.031,16.980,0
82858,-0.248,0.967,1.212,0.277,0.339,-0.405,0.524,0.023,-0.873,-0.344,1.237,0.605,0.417,-0.190,0.489,0.384,-0.146,0.542,1.017,0.101,-0.122,-0.383,0.000,-0.026,-0.710,0.090,0.134,0.163,0.890,0
82865,-1.795,-0.799,2.010,1.002,-0.421,2.225,-1.565,1.353,1.399,-0.860,-0.816,0.435,-1.243,-0.608,-0.102,-1.859,2.084,-1.967,-0.312,-0.417,0.121,0.739,-0.245,-0.860,-0.570,0.752,-0.116,-0.141,51.350,0
82868,-3.269,3.317,-2.361,0.599,-1.004,-0.471,-1.006,1.958,-0.503,1.102,0.585,1.737,0.770,1.672,0.105,-0.120,0.492,0.044,0.319,-0.118,0.371,0.679,0.391,-0.302,-0.477,-0.429,-0.586,0.211,4.490,0
82872,-0.392,0.911,1.220,-0.334,0.295,-0.122,0.517,0.191,-0.445,-0.112,0.387,-0.174,-0.925,0.491,0.319,0.684,-0.886,0.537,0.622,0.066,-0.243,-0.717,-0.128,-0.544,-0.149,0.108,0.254,0.100,1.780,0
82873,-1.234,1.132,1.038,0.836,-0.896,0.218,-0.616,1.193,-0.566,-0.437,0.726,-0.135,-1.883,1.313,1.063,0.261,0.126,0.835,0.179,-0.364,0.410,0.819,-0.039,-0.015,-0.465,-0.277,-0.174,-0.007,30.240,0
82880,-1.357,1.555,0.407,-0.052,-0.559,-0.346,-0.291,1.166,-0.554,-0.480,1.155,0.151,-1.502,0.684,0.566,0.592,0.456,0.170,-0.188,-0.109,-0.152,-0.644,0.131,-0.082,-0.222,0.099,0.115,0.003,12.570,0
82885,1.037,-0.155,1.367,1.393,-0.987,0.084,-0.598,0.202,0.868,-0.257,-0.282,0.658,-0.076,-0.298,0.413,-0.305,0.152,-0.609,-0.701,-0.127,0.002,0.186,0.043,0.398,0.288,-0.402,0.084,0.042,35.000,0
82886,1.062,0.053,0.227,1.065,-0.322,-0.626,0.181,-0.080,-0.219,0.163,1.230,0.647,-0.511,0.689,0.276,0.276,-0.650,0.413,-0.100,-0.014,0.118,0.165,-0.170,0.334,0.617,-0.352,-0.007,0.022,76.500,0
82890,1.178,-0.770,0.095,-0.483,-1.084,-1.091,-0.144,-0.332,-0.984,0.637,-0.466,-0.049,0.545,0.134,0.836,-1.325,-0.027,0.870,-0.796,-0.222,-0.314,-0.672,-0.062,0.435,0.241,1.027,-0.086,0.026,125.950,0
82892,1.007,-0.493,2.149,1.850,-1.546,0.923,-1.324,0.510,1.870,-0.439,-1.017,0.900,-0.319,-1.159,-1.221,-0.772,0.643,-0.496,-0.449,-0.209,0.132,0.944,-0.088,0.460,0.462,-0.089,0.139,0.041,10.000,0
82893,-3.955,-4.151,0.580,-0.457,7.032,0.298,-2.947,1.313,-0.350,-0.355,-0.298,0.095,0.029,0.489,0.842,0.676,-1.036,0.164,-0.198,1.262,0.125,-1.315,0.687,0.964,0.582,0.027,-0.181,0.148,1.790,0
82893,-1.237,0.064,1.739,0.416,0.845,-0.334,0.405,0.297,-0.393,-0.614,0.928,0.523,-1.298,0.353,-1.326,-0.398,-0.097,-0.305,-0.686,-0.014,0.111,0.135,-0.036,0.201,0.257,-0.492,0.060,0.105,42.200,0
82894,0.053,-2.196,0.531,0.632,-1.319,1.089,-0.239,0.379,0.887,-0.540,1.254,1.150,-0.600,-0.074,-0.415,-0.381,0.484,-0.873,-0.204,0.907,0.189,-0.393,-0.331,-0.205,-0.251,0.898,-0.106,0.089,537.280,0
82898,1.121,-0.073,0.373,0.613,-0.132,0.292,-0.145,0.138,0.150,-0.094,1.043,1.387,0.384,0.049,-0.683,-0.301,-0.085,-0.612,0.262,-0.049,-0.154,-0.294,-0.038,-0.250,0.402,0.297,-0.012,0.001,31.860,0
82902,-0.767,1.556,0.652,0.739,0.223,-0.524,0.513,0.214,-0.837,-0.174,-0.862,0.704,1.760,0.241,0.856,-0.141,-0.315,0.114,0.596,0.108,0.144,0.515,-0.139,-0.097,-0.044,-0.297,0.176,0.152,2.650,0
82905,1.298,0.331,-0.142,0.297,0.319,-0.070,0.010,-0.027,-0.262,-0.134,0.719,0.943,1.105,-0.312,0.395,0.979,-0.723,0.483,0.526,0.014,-0.304,-0.869,-0.036,-0.870,0.367,0.148,-0.023,0.010,0.890,0
82907,1.261,-0.030,-0.015,-0.107,-0.087,-0.494,0.090,-0.239,0.071,-0.191,-0.887,0.540,1.537,-0.074,1.054,0.554,-0.757,-0.325,0.343,0.143,-0.147,-0.464,-0.114,-0.485,0.364,0.953,-0.082,0.007,53.300,0
82911,1.157,0.345,0.536,1.269,-0.254,-0.582,0.114,-0.123,-0.142,-0.001,0.210,0.721,0.637,0.243,1.091,-0.270,-0.114,-0.707,-0.963,-0.130,0.131,0.481,-0.053,0.423,0.578,-0.274,0.039,0.024,9.900,0
82911,1.293,0.337,-0.141,0.298,0.335,-0.065,0.028,-0.039,-0.294,-0.141,0.754,1.053,1.312,-0.353,0.372,0.970,-0.735,0.458,0.524,0.033,-0.300,-0.853,-0.041,-0.864,0.373,0.147,-0.022,0.011,3.590,0
82912,-0.350,1.096,1.234,-0.239,0.414,-0.394,0.751,-0.065,-0.476,-0.338,-0.994,0.157,1.088,-0.089,0.809,0.400,-0.750,-0.191,0.324,0.181,-0.273,-0.674,-0.138,-0.449,-0.052,0.120,0.270,0.114,2.580,0
82914,-1.647,0.126,0.048,-1.622,-0.367,-0.758,-0.175,0.589,-1.800,-0.367,-1.790,0.011,1.385,0.413,0.153,-0.655,-0.348,1.276,-0.927,-0.534,-0.222,-0.631,-0.262,-0.550,-0.064,0.910,-0.298,-0.167,65.750,0
82916,1.172,-1.535,1.652,-0.051,-2.246,0.705,-1.829,0.431,1.286,0.252,-2.314,-0.554,-1.280,-1.173,-1.284,-1.587,0.574,1.440,-0.121,-0.468,-0.349,-0.214,-0.106,-0.060,0.172,1.284,0.024,0.027,65.720,0
82917,-2.557,-2.481,1.239,0.556,3.205,-3.274,-1.482,0.180,0.016,-0.506,-0.548,-0.210,-0.643,-0.090,0.576,0.575,-0.178,0.010,-0.721,0.664,0.124,-0.705,0.750,0.297,-0.776,-0.176,0.018,0.264,1.980,0
82918,-6.384,3.471,-2.389,-0.047,-2.404,-0.714,-1.821,3.038,0.633,1.549,-0.017,2.281,1.042,1.173,-1.137,0.576,0.643,0.020,0.566,0.007,-0.455,-0.392,0.313,0.063,0.732,0.266,0.221,-0.344,27.050,0
82922,0.820,-1.852,0.484,-0.287,-1.585,0.224,-0.799,0.078,0.297,0.271,-1.711,-0.995,-0.680,-0.713,-0.480,1.066,0.449,-1.095,1.141,0.626,0.118,-0.204,-0.350,-0.436,0.354,-0.221,-0.010,0.067,309.580,0
82926,-0.802,1.248,1.179,1.262,-0.222,0.229,0.170,0.680,-0.703,-0.157,1.068,0.938,-0.461,0.590,-0.511,-0.949,0.635,-0.181,0.932,0.019,0.071,0.390,-0.073,0.241,-0.130,-0.251,0.298,0.134,14.420,0
82926,1.316,0.349,-0.036,0.771,0.347,-0.068,0.135,-0.123,0.035,-0.042,-1.452,0.179,0.985,0.118,1.067,0.607,-1.031,0.037,0.233,-0.037,-0.311,-0.875,-0.084,-1.035,0.577,-0.547,0.026,0.018,9.990,0
82934,-2.400,2.148,-0.032,0.649,-1.158,-0.592,0.914,0.179,0.735,1.692,-0.714,-0.812,-1.390,0.320,1.318,-0.266,-0.097,0.196,0.299,0.287,-0.132,0.331,-0.226,0.357,-0.128,-0.438,-0.523,-0.618,120.840,0
82935,-2.261,-0.663,-0.557,-3.430,-1.134,-1.687,0.243,0.603,-0.365,-1.091,0.770,1.653,0.533,0.626,-1.472,-1.673,-0.081,1.362,-1.218,-0.353,-0.122,-0.099,-0.079,0.584,-0.129,-0.468,0.327,-0.036,154.460,0
82935,-0.429,1.076,1.707,0.041,-0.222,-1.079,0.723,-0.096,-0.439,-0.316,-0.083,0.132,0.113,0.134,0.809,0.097,-0.282,-0.477,-0.110,0.091,-0.206,-0.523,0.013,0.696,-0.234,0.051,0.267,0.124,1.780,0
82938,0.942,-0.490,-1.505,0.091,2.075,3.358,-0.115,0.716,-0.175,-0.012,-0.159,0.036,0.010,0.567,1.128,0.398,-0.922,0.328,-0.058,0.359,0.087,-0.274,-0.298,1.014,0.780,-0.333,-0.019,0.046,189.500,0
82941,-2.339,-2.050,-0.112,-1.795,0.177,-1.300,-1.143,0.247,-1.788,1.134,-1.322,-1.136,-0.325,-0.056,-0.624,-0.729,0.913,-0.521,-0.764,-0.954,-0.204,0.056,-1.093,-0.180,-0.640,-0.301,0.624,-0.535,65.000,0
82941,-0.743,0.689,1.820,1.513,-0.584,1.319,-0.495,1.020,0.313,-0.621,-0.154,0.702,-1.446,-0.028,-1.986,-1.165,1.009,-0.258,1.714,-0.181,-0.239,-0.427,0.023,-0.328,-0.390,-0.429,0.098,0.077,17.890,0
82943,1.426,-0.425,-0.338,-0.840,-0.505,-0.908,-0.207,-0.183,-1.233,0.886,0.994,-0.590,-0.945,0.498,-0.139,1.069,0.095,-0.869,1.057,0.023,0.209,0.449,-0.206,0.025,0.772,-0.079,-0.040,-0.014,15.000,0
82953,1.322,0.333,0.192,0.410,0.055,-0.480,0.139,-0.232,-0.111,-0.105,-0.725,0.843,1.872,-0.092,0.938,0.481,-0.808,-0.442,0.188,0.022,-0.297,-0.783,0.017,-0.422,0.377,0.142,-0.021,0.013,0.890,0
82956,1.279,1.228,-1.813,1.539,1.009,-1.564,0.717,-0.312,-0.298,-1.528,0.246,-1.050,-0.812,-3.256,1.191,1.217,2.570,1.589,-0.645,-0.066,-0.251,-0.660,-0.262,-0.460,0.898,-0.261,0.034,0.091,2.790,0
82956,-0.592,-0.089,2.831,-1.339,-1.170,-0.631,-0.088,-0.185,-0.470,0.111,-0.532,0.011,0.295,-0.986,-0.527,-1.435,0.011,0.830,-1.262,-0.433,-0.392,-0.420,-0.028,0.953,-0.474,0.742,-0.239,-0.098,8.890,0
82958,0.634,-1.224,0.197,-0.669,-0.935,-0.125,-0.041,0.044,1.235,-1.069,1.561,1.720,0.237,0.234,0.602,-0.769,-0.023,0.080,0.488,0.453,0.252,0.348,-0.340,0.079,0.483,-0.646,0.034,0.063,287.520,0
82967,-0.323,0.124,1.566,-1.089,-0.490,-0.105,0.255,-0.109,-1.589,0.183,-0.855,-0.610,1.520,-0.546,1.024,1.142,0.074,-1.001,1.671,0.514,0.081,0.032,-0.023,-0.443,-0.046,-0.286,0.094,0.113,84.000,0
82969,1.298,-0.449,0.367,0.119,-0.757,-0.257,-0.398,-0.062,-0.676,0.584,-0.680,0.273,0.284,-0.152,-0.197,-2.188,0.600,0.189,-0.904,-0.542,-0.488,-0.714,0.046,0.089,0.401,0.398,0.011,0.011,14.000,0
82973,-0.749,0.006,1.287,0.302,-0.865,0.554,-0.582,0.763,-1.714,0.468,0.611,0.024,-0.210,0.557,0.853,-1.208,0.006,2.085,-0.585,-0.314,-0.011,0.084,0.125,-0.380,-0.150,-0.206,-0.037,-0.080,87.000,0
82973,-1.269,1.250,0.689,-0.238,0.309,-0.013,0.291,0.381,-0.416,-0.264,-0.900,0.368,1.088,0.151,1.071,0.214,-0.329,-0.617,-0.011,-0.084,-0.182,-0.565,0.088,-0.764,-0.100,0.121,-0.220,0.054,11.990,0
82977,-1.396,-0.208,1.554,-0.490,0.702,-0.627,1.366,-0.103,-0.825,-0.560,1.542,0.023,-1.506,0.658,-0.081,0.017,-0.396,-0.596,-0.552,0.387,-0.161,-0.962,0.354,0.157,0.190,0.024,-0.285,-0.163,169.900,0
82990,1.109,-0.056,0.284,0.628,-0.570,-0.875,0.061,-0.076,-0.107,0.149,1.377,0.375,-1.102,0.762,0.341,0.324,-0.469,0.237,0.002,-0.059,0.085,0.070,-0.087,0.549,0.415,0.365,-0.062,0.009,58.850,0
82992,1.269,-0.715,1.180,-0.546,-1.575,-0.553,-1.058,0.023,-0.476,0.550,0.420,-0.244,0.447,-0.434,1.302,1.022,0.514,-1.503,-0.342,0.084,0.455,1.282,-0.021,0.670,0.287,-0.055,0.054,0.031,24.990,0
82999,-0.390,0.163,1.588,-1.730,-0.370,-0.982,1.358,-0.730,-1.263,0.439,-0.487,-0.889,-0.519,-0.230,0.278,-1.311,-0.365,0.433,-1.027,-0.406,-0.879,-1.925,-0.002,0.333,-0.004,0.477,-0.551,-0.513,89.990,0
83004,-0.753,1.066,1.730,0.293,-0.410,-0.797,0.693,-0.093,0.117,-0.185,-0.259,1.003,1.002,-0.593,-0.815,-0.731,0.206,-0.723,0.089,0.251,-0.006,0.468,-0.095,1.003,-0.106,0.332,0.484,0.265,18.990,0
83010,-0.821,0.606,0.747,1.028,1.054,-0.833,1.002,-0.325,-0.952,-0.056,-0.727,0.328,1.107,0.256,0.754,-0.297,-0.364,-0.370,0.871,0.024,-0.227,-0.641,-0.037,-0.147,-0.341,-0.631,0.100,0.163,77.350,0
83010,-0.133,-0.405,2.134,-2.390,-1.325,-0.674,-0.676,-0.050,-2.033,0.768,-0.616,-0.532,1.670,-0.998,0.152,0.164,-0.074,0.385,-1.115,-0.307,0.061,0.598,-0.013,0.396,-0.684,-0.423,0.216,0.183,2.000,0
83010,-0.240,-0.171,1.118,-0.112,0.274,-0.237,0.430,-0.190,0.541,-0.320,-1.622,-0.472,-0.472,-0.401,-0.074,-0.517,0.019,-0.105,1.538,0.300,-0.027,0.141,0.048,-0.379,-0.766,1.042,-0.061,-0.039,63.000,0
83013,-2.643,-3.295,0.718,-0.416,-0.356,1.033,1.410,0.277,0.665,-1.689,-2.098,-0.197,0.122,-0.625,-0.536,0.355,-0.411,-0.231,-0.242,1.832,0.302,-0.630,1.716,-1.354,0.387,0.879,-0.334,0.067,716.710,0
83013,1.427,-0.539,-0.219,-0.663,-0.795,-1.009,-0.279,-0.205,-0.727,0.758,-1.264,-1.346,-1.580,0.595,0.952,-1.224,-0.017,1.119,-0.473,-0.566,-0.492,-1.050,0.001,-0.141,0.313,1.047,-0.091,-0.006,19.940,0
83020,-1.039,0.146,2.398,-0.483,0.267,-0.482,-0.193,-0.036,0.606,-0.172,-0.961,-0.169,0.514,-0.713,0.999,1.036,-1.266,0.590,-0.991,0.033,0.185,0.841,-0.368,-0.058,-0.291,0.292,0.143,-0.055,3.990,0
83022,-4.271,-5.000,2.138,6.034,4.288,-1.317,-2.378,-0.352,0.393,2.801,-1.785,-1.149,-0.772,-0.968,0.457,-0.066,-0.123,0.220,1.839,-0.519,-0.553,-0.243,-0.347,-0.361,-1.189,0.080,-0.259,0.422,176.580,0
83027,1.481,-1.267,0.460,-1.601,-1.484,-0.030,-1.413,0.105,-1.662,1.616,0.289,-0.977,-0.265,-0.165,0.302,0.332,-0.124,1.187,0.160,-0.307,-0.064,0.118,-0.119,-0.529,0.383,-0.068,0.038,0.010,29.000,0
83028,1.288,-0.078,-1.106,-0.546,2.016,3.273,-0.516,0.805,-0.054,-0.005,-0.028,0.074,0.044,0.429,1.247,0.642,-0.910,-0.066,0.251,0.046,-0.305,-1.076,0.091,0.993,0.364,0.109,-0.031,0.014,16.000,0
83029,-0.862,0.415,1.982,0.399,0.382,-0.002,0.620,-0.117,-0.340,-0.068,0.738,0.473,-0.275,-0.161,-0.578,-0.445,-0.141,0.147,1.555,0.113,-0.195,-0.271,-0.122,0.046,0.310,0.374,-0.243,-0.174,19.000,0
83032,0.906,-1.489,0.128,-0.347,-1.284,-0.398,-0.351,-0.126,-0.263,0.374,-1.146,-0.858,-0.543,-0.338,-0.268,0.887,0.514,-1.475,1.049,0.557,0.032,-0.467,-0.256,-0.109,0.385,-0.327,-0.035,0.057,275.000,0
83034,-3.109,-3.188,0.571,0.526,6.143,1.529,-1.910,1.034,-0.159,-0.075,-0.633,0.044,-0.219,0.051,-0.127,-0.402,-0.483,0.202,0.643,1.169,0.140,-0.584,0.329,0.990,0.953,-0.322,-0.243,-0.087,41.330,0
83035,1.302,-0.607,-0.682,-1.905,1.327,3.436,-1.145,0.959,1.671,-1.023,-0.191,0.631,0.032,-0.031,1.447,-0.122,-0.651,0.618,0.928,0.006,-0.064,-0.081,-0.073,1.018,0.664,-0.671,0.097,0.029,1.000,0
83036,-0.392,0.934,0.741,-0.167,0.564,-0.384,0.856,0.027,-0.360,-0.249,-0.904,-0.715,-0.974,0.502,0.914,-0.235,-0.138,-0.465,-0.151,0.018,0.011,0.134,-0.132,-0.426,-0.302,0.336,0.344,0.199,12.000,0
83038,0.978,-0.433,1.271,0.949,-1.141,0.004,-0.608,0.178,0.910,-0.315,-0.234,0.588,-0.110,-0.325,0.447,-0.211,0.230,-0.765,-0.544,-0.004,-0.001,0.059,0.040,0.450,0.109,0.319,0.020,0.039,79.990,0
83046,-0.253,0.967,1.770,0.846,0.372,-0.685,0.911,-0.389,-0.639,-0.078,-0.213,0.385,1.123,-0.137,1.055,-0.341,-0.387,-0.064,0.446,0.175,0.030,0.314,-0.170,0.415,-0.229,-0.449,0.002,-0.068,5.000,0
83055,0.509,-2.328,0.559,-0.243,-1.782,0.736,-0.914,0.368,0.153,0.381,0.481,-0.629,-1.948,-0.218,-0.833,0.885,0.728,-1.061,0.855,0.717,0.277,-0.024,-0.343,-0.314,0.110,-0.247,-0.022,0.073,407.020,0
83058,-0.908,0.871,1.701,-0.583,0.704,-0.632,0.690,0.059,-0.919,-0.889,1.174,0.670,0.389,-0.313,-0.192,0.898,-0.604,0.363,-0.278,0.034,-0.184,-0.725,-0.210,-0.039,0.257,0.011,-0.017,0.064,1.980,0
83060,1.195,0.244,0.631,0.643,-0.414,-0.700,0.020,-0.113,-0.047,-0.123,0.372,0.794,0.674,0.200,1.212,-0.105,-0.051,-1.151,-0.603,-0.109,-0.204,-0.534,0.202,0.407,0.116,0.103,-0.009,0.020,1.290,0
83061,1.256,0.378,0.313,0.691,-0.343,-1.066,0.109,-0.223,-0.017,-0.292,-0.010,0.409,0.554,-0.353,1.058,0.463,-0.024,-0.339,-0.201,-0.059,-0.284,-0.803,0.125,0.354,0.227,0.093,-0.021,0.032,1.980,0
83061,-0.584,0.109,0.973,-3.094,2.079,3.536,-0.091,0.836,1.145,-1.602,-0.331,0.176,-0.195,-0.379,0.888,-0.046,-0.975,0.687,0.418,0.079,-0.067,-0.020,-0.444,1.007,0.643,-0.788,-0.050,-0.153,1.000,0
83063,0.314,-1.983,0.197,0.730,-1.288,0.567,-0.246,0.135,-0.986,0.762,0.850,0.211,-0.199,0.409,0.766,-0.966,-0.394,1.871,-1.481,0.401,0.105,-0.311,-0.433,-0.332,0.144,-0.306,-0.014,0.103,490.000,0
83064,-0.052,-1.690,-0.547,1.833,-0.543,-0.136,1.151,-0.312,-0.151,-0.374,-0.270,0.863,0.792,0.260,0.232,-0.622,0.138,-0.856,-0.700,1.171,0.394,-0.099,-0.697,0.159,0.557,-0.303,-0.091,0.125,650.020,0
83067,1.152,-0.535,0.628,-0.170,-0.367,1.093,-0.780,0.373,0.932,-0.356,0.181,1.271,0.652,-0.508,-0.726,0.100,-0.283,-0.277,0.823,0.035,-0.207,-0.368,-0.080,-1.058,0.198,1.022,-0.024,-0.005,37.490,0
83067,-0.758,1.177,0.992,0.060,-0.491,-0.874,0.141,0.591,-0.563,-0.517,1.213,-0.126,-1.750,0.457,0.339,0.727,0.104,0.553,0.128,-0.091,-0.173,-0.700,0.087,0.433,-0.253,0.050,0.103,0.021,8.990,0
83067,-1.738,0.477,0.472,-2.304,0.808,4.387,-2.403,-0.990,-1.410,-0.553,-0.840,-0.226,0.244,0.305,0.983,0.113,-0.830,2.357,-1.638,0.314,-1.417,0.206,-0.058,0.988,0.252,0.518,0.195,0.043,42.790,0
83068,1.335,0.317,-0.380,0.164,0.603,0.261,0.004,0.007,-0.235,-0.136,0.228,0.796,1.276,-0.360,0.429,1.140,-0.932,0.658,0.737,0.040,-0.340,-0.968,-0.107,-1.417,0.445,0.181,-0.024,0.005,1.980,0
83072,1.331,-0.827,1.118,-0.546,-1.485,-0.048,-1.286,0.188,0.005,0.488,-0.458,-0.748,-0.473,-0.551,0.685,0.922,0.630,-1.392,0.109,-0.020,0.322,1.026,-0.057,0.120,0.364,-0.014,0.064,0.019,1.000,0
83075,1.078,0.190,0.405,1.099,-0.140,-0.372,0.190,-0.132,-0.138,-0.110,0.061,0.952,1.238,0.132,1.148,-0.168,-0.265,-0.752,-0.758,0.025,0.023,0.054,-0.056,0.104,0.489,-0.420,0.036,0.035,62.480,0
83078,0.837,-0.034,-0.250,0.500,-0.607,-0.835,0.519,-0.202,-1.637,1.110,1.144,0.386,-0.036,0.552,-0.157,-1.749,-0.109,1.648,-0.365,-0.373,-0.129,-0.017,0.453,0.466,-0.665,-0.451,-0.045,-0.130,93.040,0
83079,-0.585,0.904,2.932,2.846,-0.122,1.140,-0.023,0.303,-0.607,0.922,0.349,0.107,-0.496,-0.485,-0.696,-0.191,0.020,0.554,1.635,0.370,-0.204,-0.144,-0.264,0.001,0.059,0.187,0.200,-0.076,5.320,0
83081,-0.520,0.563,1.747,0.376,-0.449,-0.451,0.643,0.081,-0.718,-0.219,1.343,0.131,-0.999,0.616,0.628,0.197,-0.295,0.320,0.919,0.175,-0.095,-0.545,0.261,0.483,-0.640,0.040,0.065,0.135,81.850,0
83081,0.918,-0.331,0.836,1.463,-0.619,0.273,-0.218,0.088,0.735,-0.350,-0.608,1.071,0.698,-0.473,-0.388,-0.716,0.278,-0.812,-0.381,0.083,0.058,0.305,-0.188,0.141,0.591,-0.261,0.060,0.044,115.790,0
83084,1.118,-1.602,-0.078,-1.156,-1.481,-0.662,-0.536,-0.212,-2.081,1.472,0.966,-0.130,0.172,-0.097,-1.053,-0.755,0.637,0.224,0.282,0.042,-0.043,-0.080,-0.266,0.346,0.574,-0.101,-0.024,0.032,205.500,0
83086,1.302,-0.607,-0.682,-1.905,1.327,3.436,-1.145,0.959,1.671,-1.023,-0.191,0.631,0.032,-0.031,1.447,-0.122,-0.651,0.618,0.928,0.006,-0.064,-0.081,-0.073,1.018,0.664,-0.671,0.097,0.029,1.000,0
83088,0.989,-0.360,0.994,1.264,-0.854,0.296,-0.615,0.265,0.598,0.075,0.503,0.458,-0.731,0.094,0.011,0.642,-0.762,0.940,-0.072,0.007,0.191,0.462,-0.212,-0.043,0.469,-0.243,0.042,0.035,89.000,0
83089,1.246,-0.088,-0.299,-0.188,-0.046,-0.550,0.146,-0.044,-0.052,0.061,0.561,-0.093,-1.379,0.873,0.376,0.628,-0.668,-0.058,0.879,-0.058,-0.442,-1.510,0.080,-0.528,0.117,0.658,-0.122,-0.012,42.980,0
83090,-0.688,0.222,0.906,-3.133,2.042,3.517,-0.090,0.883,1.267,-1.405,-0.316,0.185,-0.197,-0.414,0.895,-0.054,-0.977,0.678,0.385,0.218,-0.116,-0.041,-0.438,1.004,0.707,-0.770,0.193,-0.092,1.000,0
83090,1.179,0.238,0.419,1.388,-0.137,-0.189,0.066,-0.020,0.278,-0.124,-0.520,0.578,-0.043,0.046,-0.106,-0.729,0.259,-0.992,-0.367,-0.200,-0.105,-0.044,-0.057,0.084,0.668,-0.312,0.042,0.015,1.000,0
83092,-1.601,1.400,0.888,-1.151,-0.170,0.079,-0.774,-1.936,-0.810,-1.563,0.794,0.465,-1.667,1.261,-0.644,1.082,-0.652,-0.088,-2.000,0.146,-1.154,0.390,0.156,-0.046,-0.298,-0.087,-0.114,0.064,10.000,0
83094,1.117,-0.580,0.855,-0.922,-0.871,0.448,-0.925,0.437,1.706,-0.967,1.542,1.166,-0.910,0.225,1.173,-0.817,0.201,0.035,0.043,-0.226,0.236,0.955,-0.074,-0.258,0.421,-0.487,0.119,0.014,1.000,0
83094,1.318,-0.030,-1.089,-0.558,2.031,3.268,-0.536,0.809,-0.053,0.002,-0.029,0.074,0.041,0.425,1.245,0.640,-0.910,-0.069,0.256,0.015,-0.314,-1.068,0.105,0.992,0.370,0.110,-0.028,0.012,0.890,0
83096,-2.438,-2.087,0.338,0.374,1.700,-2.064,-1.135,0.447,0.340,-1.140,-0.300,1.050,0.533,0.765,1.646,-2.053,1.238,-0.303,2.196,0.838,0.439,0.498,-0.226,0.182,-0.097,-0.389,0.162,-0.359,1.000,0
83098,-1.869,-1.570,2.218,-0.275,0.105,-0.131,-0.542,0.535,-0.992,0.080,0.354,-0.755,-2.282,0.353,-0.404,-1.283,-0.105,1.949,-1.685,-0.058,0.048,-0.065,0.275,-0.089,0.469,-0.291,-0.005,0.092,158.000,0
83100,1.226,-0.077,-1.184,0.281,2.167,3.614,-0.414,0.844,0.170,-0.027,-0.542,0.237,-0.219,0.196,-0.149,-0.099,-0.510,-0.072,0.357,0.000,-0.172,-0.491,-0.144,1.011,0.886,-0.329,0.022,0.016,27.680,0
83100,-0.944,1.217,1.237,-0.060,-0.559,-0.752,0.196,0.515,-0.607,-0.230,1.159,0.290,-1.103,0.845,0.221,0.499,-0.348,0.241,0.233,-0.095,-0.117,-0.543,0.088,0.485,-0.270,0.035,-0.001,0.042,10.780,0
83106,-0.627,0.724,1.737,-0.400,0.010,-1.085,0.644,0.014,-0.190,-0.679,-0.855,-1.166,-2.138,0.572,0.681,0.536,-0.510,-0.152,-0.574,-0.227,-0.191,-0.776,-0.040,0.306,-0.240,-0.041,0.022,0.102,0.690,0
